id,date,wilaya,canal,texte_reclamation,categorie,sentiment,urgence,status,suggested_action
140396,17/8/2024,Adrar,Site web,"Client signale problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Critique,En cours,Redémarrage du modem
140397,10/8/2025,Relizane,Email,Réclamation: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Moyenne,Nouveau,Vérifier décodeur
140398,5/3/2025,Laghouat,Agence commerciale,Incident: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Moyenne,Résolu,Envoi technicien
140399,27/5/2024,Msila,Centre d'appel,Demande d'assistance: coupure de service depuis ce matin.,Installation,Négatif,Basse,En cours,Redémarrage du modem
140400,19/7/2025,Sidi Bel Abbès,Email,Client signale coupure de service depuis ce matin.,Télévision,Neutre,élevée,En cours,Envoi technicien
140401,30/5/2025,Jijel,Agence commerciale,Demande d'assistance: image figée sur certaines chaines.,Assistance,Négatif,Basse,Nouveau,Ouverture dossier
140402,15/7/2025,Laghouat,Application mobile,Incident: image figée sur certaines chaines.,Installation,Neutre,Basse,En cours,Vérification facturation
140403,21/3/2024,Sétif,Centre d'appel,Réclamation: débit très faible en soirée.,Télévision,Neutre,Basse,Nouveau,Vérifier décodeur
140404,24/9/2025,Laghouat,Email,Demande d'assistance: coupure de service depuis ce matin.,Facturation,Neutre,Basse,Nouveau,Vérifier contrat
140405,22/1/2024,Tlemcen,Email,Client signale erreur d'authentification lors de la connexion.,Installation,Négatif,Basse,Nouveau,Fournir procédure pas-à -pas
140406,15/9/2024,El Oued,Agence commerciale,Client signale erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Basse,Nouveau,Fournir procédure pas-à -pas
140407,6/5/2025,Jijel,Site web,Demande d'assistance: débit très faible en soirée.,Coupure de ligne,Positif,Basse,Escaladé,Vérifier contrat
140408,31/5/2024,El Oued,Application mobile,Client signale coupure de service depuis ce matin.,Internet lent,Positif,Basse,Nouveau,Ouverture dossier
140409,9/6/2024,Msila,Application mobile,Demande d'assistance: modem ne se synchronise pas.,Coupure de ligne,Négatif,Moyenne,Résolu,Planifier rendez-vous
140410,25/5/2025,Ghardaïa,Email,Demande d'assistance: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Moyenne,Nouveau,Envoi technicien
140411,12/4/2025,Sidi Bel Abbès,Application mobile,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Télévision,Négatif,Basse,Résolu,Vérification facturation
140412,5/8/2024,Mostaganem,Application mobile,Demande d'assistance: débit très faible en soirée.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérifier contrat
140413,13/9/2025,Alger,Site web,"Réclamation: problème lors de la résiliation, facturation continue.",Problème matériel,Neutre,Basse,En cours,Vérification facturation
140414,15/7/2024,Batna,Application mobile,Abonné rapporte bruit important sur la ligne téléphonique.,Configuration,Positif,Basse,Résolu,Vérification facturation
140415,26/1/2025,Saïda,Email,Incident: installation non réalisée dans les délais.,Facturation,Négatif,Basse,En cours,Envoi technicien
140416,29/2/2024,Ouargla,Agence commerciale,Réclamation: installation non réalisée dans les délais.,Internet lent,Négatif,Basse,En cours,Vérification facturation
140417,22/6/2025,Boumerdès,Centre d'appel,Incident: demande d'information sur l'offre et le contrat.,Assistance,Négatif,Moyenne,Résolu,Envoi technicien
140418,12/5/2025,Sidi Bel Abbès,Site web,Abonné rapporte bruit important sur la ligne téléphonique.,Internet lent,Neutre,Moyenne,En cours,Fournir procédure pas-à -pas
140419,25/9/2025,Constantine,Application mobile,Abonné rapporte débit très faible en soirée.,Coupure de ligne,Négatif,Basse,Escaladé,Envoi technicien
140420,21/4/2024,Msila,Centre d'appel,Demande d'assistance: bruit important sur la ligne téléphonique.,Configuration,Neutre,Moyenne,Résolu,Envoi technicien
140421,14/9/2025,Béjaïa,Centre d'appel,Incident: image figée sur certaines chaines.,Télévision,Neutre,Moyenne,Nouveau,Vérifier contrat
140422,27/4/2024,Adrar,Site web,Demande d'assistance: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Moyenne,Nouveau,Redémarrage du modem
140423,20/9/2025,Chlef,Email,Incident: coupure de service depuis ce matin.,Configuration,Neutre,Moyenne,En cours,Redémarrage du modem
140424,2/7/2025,Béjaïa,Centre d'appel,Abonné rapporte bruit important sur la ligne téléphonique.,Installation,Positif,Moyenne,En cours,Vérification facturation
140425,24/1/2024,Skikda,Centre d'appel,Incident: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,Résolu,Vérification facturation
140426,11/5/2024,Alger,Centre d'appel,Abonné rapporte débit très faible en soirée.,Télévision,Négatif,Basse,Résolu,Vérifier contrat
140427,27/3/2025,Msila,Site web,Client signale coupure de service depuis ce matin.,Internet lent,Négatif,Moyenne,Nouveau,Planifier rendez-vous
140428,1/11/2024,Sétif,Email,Demande d'assistance: demande d'information sur l'offre et le contrat.,Résiliation,Négatif,Moyenne,Escaladé,Planifier rendez-vous
140429,5/3/2025,Ghardaïa,Application mobile,"Incident: montant facturé incorrectement, demande régularisation.",Installation,Neutre,Basse,Résolu,Vérifier décodeur
140430,25/5/2024,Blida,Agence commerciale,Client signale débit très faible en soirée.,Problème matériel,Positif,Moyenne,Résolu,Envoi technicien
140431,7/10/2024,Médéa,Email,Abonné rapporte erreur d'authentification lors de la connexion.,Internet lent,Négatif,Moyenne,En cours,Planifier rendez-vous
140432,3/3/2024,Biskra,Centre d'appel,Abonné rapporte erreur d'authentification lors de la connexion.,Installation,Négatif,élevée,Nouveau,Envoi technicien
140433,20/9/2025,Sétif,Application mobile,Abonné rapporte débit très faible en soirée.,Assistance,Positif,Basse,Résolu,Ouverture dossier
140434,7/6/2025,Batna,Application mobile,Abonné rapporte image figée sur certaines chaines.,Installation,Négatif,Moyenne,Résolu,Envoi technicien
140435,27/7/2025,Ouargla,Centre d'appel,Demande d'assistance: image figée sur certaines chaines.,Internet lent,Neutre,Moyenne,Résolu,Vérifier décodeur
140436,10/6/2024,Msila,Application mobile,Abonné rapporte bruit important sur la ligne téléphonique.,Assistance,Négatif,Moyenne,En cours,Envoi technicien
140437,13/1/2025,Msila,Site web,"Réclamation: problème lors de la résiliation, facturation continue.",Facturation,Positif,Basse,Nouveau,Vérification facturation
140438,2/9/2024,Mostaganem,Site web,"Client signale problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,Basse,Nouveau,Envoi technicien
140439,17/4/2024,Batna,Application mobile,Réclamation: bruit important sur la ligne téléphonique.,Assistance,Positif,Moyenne,Résolu,Fournir procédure pas-à -pas
140440,16/5/2025,Biskra,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Critique,En cours,Envoi technicien
140441,15/5/2025,Biskra,Application mobile,Abonné rapporte image figée sur certaines chaines.,Internet lent,Négatif,élevée,Résolu,Redémarrage du modem
140442,2/6/2025,Saïda,Centre d'appel,Abonné rapporte débit très faible en soirée.,Coupure de ligne,Neutre,Moyenne,En cours,Redémarrage du modem
140443,27/3/2024,Laghouat,Email,Réclamation: installation non réalisée dans les délais.,Autre,Positif,Basse,Résolu,Redémarrage du modem
140444,10/9/2024,Laghouat,Site web,Réclamation: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Basse,Nouveau,Vérifier décodeur
140445,17/7/2024,Sidi Bel Abbès,Application mobile,Réclamation: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Basse,Nouveau,Redémarrage du modem
140446,10/3/2024,Mostaganem,Site web,Incident: coupure de service depuis ce matin.,Installation,Neutre,Moyenne,Résolu,Vérification facturation
140447,18/1/2025,Chlef,Application mobile,Réclamation: bruit important sur la ligne téléphonique.,Internet lent,Neutre,Moyenne,Clôturé,Vérification facturation
140448,5/4/2024,Adrar,Site web,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Assistance,Neutre,Basse,Résolu,Fournir procédure pas-à -pas
140449,17/8/2024,Saïda,Centre d'appel,"Client signale problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Moyenne,Résolu,Envoi technicien
140450,7/10/2024,Alger,Centre d'appel,Incident: demande d'information sur l'offre et le contrat.,Internet lent,Négatif,Basse,Résolu,Redémarrage du modem
140451,17/10/2024,Msila,Agence commerciale,Réclamation: demande d'information sur l'offre et le contrat.,Internet lent,Négatif,Critique,Résolu,Vérification facturation
140452,13/4/2025,Adrar,Site web,Incident: demande d'information sur l'offre et le contrat.,Internet lent,Négatif,élevée,En cours,Redémarrage du modem
140453,9/6/2025,Skikda,Centre d'appel,"Réclamation: problème lors de la résiliation, facturation continue.",Facturation,Positif,Basse,Nouveau,Redémarrage du modem
140454,10/11/2024,Médéa,Site web,Client signale coupure de service depuis ce matin.,Télévision,Négatif,Moyenne,Résolu,Envoi technicien
140455,24/9/2025,Ouargla,Centre d'appel,Client signale coupure de service depuis ce matin.,Internet lent,Neutre,Basse,En cours,Redémarrage du modem
140456,19/1/2025,Alger,Agence commerciale,Incident: erreur d'authentification lors de la connexion.,Installation,Négatif,élevée,Résolu,Envoi technicien
140457,27/1/2024,Tiaret,Centre d'appel,Réclamation: demande d'information sur l'offre et le contrat.,Assistance,Positif,élevée,Résolu,Redémarrage du modem
140458,26/6/2025,Saïda,Application mobile,Réclamation: débit très faible en soirée.,Installation,Neutre,élevée,Nouveau,Vérifier contrat
140459,10/8/2024,Adrar,Centre d'appel,Réclamation: débit très faible en soirée.,Internet lent,Négatif,Moyenne,Escaladé,Redémarrage du modem
140460,4/8/2024,Mostaganem,Site web,Abonné rapporte image figée sur certaines chaines.,Internet lent,Négatif,Basse,Nouveau,Ouverture dossier
140461,26/4/2024,Médéa,Agence commerciale,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,élevée,Résolu,Envoi technicien
140462,1/9/2025,Ghardaïa,Centre d'appel,Incident: débit très faible en soirée.,Installation,Positif,élevée,En cours,Fournir procédure pas-à -pas
140463,15/12/2024,Boumerdès,Agence commerciale,Incident: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Moyenne,Résolu,Vérifier contrat
140464,1/3/2025,Saïda,Application mobile,Client signale modem ne se synchronise pas.,Problème matériel,Négatif,Moyenne,Résolu,Vérifier contrat
140465,27/9/2025,Médéa,Site web,Réclamation: installation non réalisée dans les délais.,Télévision,Négatif,Basse,Résolu,Envoi technicien
140466,30/9/2025,Ouargla,Site web,Abonné rapporte demande d'information sur l'offre et le contrat.,Résiliation,Neutre,élevée,Résolu,Planifier rendez-vous
140467,14/5/2024,Tiaret,Agence commerciale,Réclamation: installation non réalisée dans les délais.,Coupure de ligne,Neutre,Basse,En cours,Redémarrage du modem
140468,19/7/2024,Médéa,Application mobile,Réclamation: modem ne se synchronise pas.,Coupure de ligne,Négatif,élevée,Nouveau,Fournir procédure pas-à -pas
140469,22/9/2025,Ouargla,Agence commerciale,Réclamation: bruit important sur la ligne téléphonique.,Facturation,Neutre,Moyenne,Nouveau,Redémarrage du modem
140470,11/4/2024,Annaba,Agence commerciale,"Client signale montant facturé incorrectement, demande régularisation.",Coupure de ligne,Neutre,élevée,Résolu,Envoi technicien
140471,2/9/2025,Msila,Agence commerciale,Réclamation: erreur d'authentification lors de la connexion.,Coupure de ligne,Positif,Moyenne,En cours,Vérification facturation
140472,11/8/2024,Relizane,Centre d'appel,Incident: modem ne se synchronise pas.,Facturation,Négatif,Basse,Nouveau,Planifier rendez-vous
140473,8/10/2025,El Oued,Agence commerciale,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Autre,Neutre,élevée,Clôturé,Vérification facturation
140474,27/1/2025,Sétif,Email,Abonné rapporte coupure de service depuis ce matin.,Assistance,Neutre,Moyenne,En cours,Fournir procédure pas-à -pas
140475,19/6/2025,Relizane,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,élevée,Nouveau,Fournir procédure pas-à -pas
140476,22/3/2025,Annaba,Application mobile,"Abonné rapporte montant facturé incorrectement, demande régularisation.",Facturation,Négatif,Moyenne,Résolu,Fournir procédure pas-à -pas
140477,16/8/2025,Batna,Site web,Client signale image figée sur certaines chaines.,Télévision,Négatif,Basse,Nouveau,Vérifier décodeur
140478,6/12/2024,Jijel,Centre d'appel,Incident: demande d'information sur l'offre et le contrat.,Internet lent,Négatif,Basse,Nouveau,Envoi technicien
140479,16/8/2025,Laghouat,Application mobile,Abonné rapporte bruit important sur la ligne téléphonique.,Télévision,Neutre,élevée,Nouveau,Fournir procédure pas-à -pas
140480,10/4/2025,Ghardaïa,Email,Demande d'assistance: débit très faible en soirée.,Assistance,Négatif,Moyenne,Résolu,Ouverture dossier
140481,26/9/2025,Skikda,Centre d'appel,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Installation,Négatif,Moyenne,Résolu,Redémarrage du modem
140482,11/4/2024,Tizi Ouzou,Application mobile,Incident: erreur d'authentification lors de la connexion.,Problème matériel,Neutre,Basse,En cours,Vérifier contrat
140483,17/1/2024,Skikda,Site web,"Client signale problème lors de la résiliation, facturation continue.",Internet lent,Neutre,Moyenne,En cours,Envoi technicien
140484,27/11/2024,Msila,Agence commerciale,"Abonné rapporte montant facturé incorrectement, demande régularisation.",Coupure de ligne,Positif,élevée,Nouveau,Vérification facturation
140485,6/10/2024,Mostaganem,Site web,Réclamation: modem ne se synchronise pas.,Facturation,Neutre,Moyenne,Résolu,Envoi technicien
140486,1/7/2025,Constantine,Site web,Incident: bruit important sur la ligne téléphonique.,Facturation,Neutre,Moyenne,Nouveau,Vérifier décodeur
140487,9/8/2025,Béjaïa,Email,Réclamation: demande d'information sur l'offre et le contrat.,Assistance,Neutre,élevée,Nouveau,Envoi technicien
140488,7/7/2025,Batna,Centre d'appel,"Client signale problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,Moyenne,En cours,Vérification facturation
140489,26/1/2024,Médéa,Site web,Demande d'assistance: coupure de service depuis ce matin.,Facturation,Négatif,élevée,En cours,Vérifier décodeur
140490,13/3/2025,Médéa,Centre d'appel,Réclamation: modem ne se synchronise pas.,Résiliation,Neutre,élevée,Clôturé,Envoi technicien
140491,22/6/2025,Constantine,Centre d'appel,Réclamation: bruit important sur la ligne téléphonique.,Coupure de ligne,Négatif,Basse,En cours,Ouverture dossier
140492,5/12/2024,Ghardaïa,Site web,Abonné rapporte modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,Résolu,Fournir procédure pas-à -pas
140493,13/10/2025,Jijel,Agence commerciale,Incident: modem ne se synchronise pas.,Coupure de ligne,Négatif,Basse,Résolu,Planifier rendez-vous
140494,26/1/2024,Relizane,Centre d'appel,Réclamation: installation non réalisée dans les délais.,Installation,Neutre,Basse,En cours,Vérifier décodeur
140495,19/5/2025,Boumerdès,Agence commerciale,Incident: demande d'information sur l'offre et le contrat.,Installation,Neutre,Basse,Nouveau,Planifier rendez-vous
140496,16/8/2025,Oran,Site web,"Réclamation: montant facturé incorrectement, demande régularisation.",Assistance,Positif,Basse,Nouveau,Envoi technicien
140497,13/10/2024,Boumerdès,Agence commerciale,Réclamation: installation non réalisée dans les délais.,Internet lent,Négatif,élevée,Nouveau,Ouverture dossier
140498,2/2/2024,Ouargla,Agence commerciale,"Réclamation: problème lors de la résiliation, facturation continue.",Assistance,Négatif,Basse,Nouveau,Fournir procédure pas-à -pas
140499,10/4/2025,Batna,Centre d'appel,Incident: demande d'information sur l'offre et le contrat.,Internet lent,Négatif,élevée,En cours,Vérification facturation
140500,1/9/2025,Adrar,Email,Abonné rapporte modem ne se synchronise pas.,Résiliation,Négatif,élevée,Escaladé,Envoi technicien
140501,30/5/2025,Béjaïa,Centre d'appel,Demande d'assistance: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,élevée,Résolu,Vérifier décodeur
140502,7/10/2024,Constantine,Application mobile,Incident: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Basse,Nouveau,Vérification facturation
140503,3/4/2025,El Oued,Application mobile,Demande d'assistance: modem ne se synchronise pas.,Internet lent,Négatif,Basse,Résolu,Vérification facturation
140504,21/3/2025,Relizane,Centre d'appel,Client signale demande d'information sur l'offre et le contrat.,Assistance,Positif,élevée,Escaladé,Vérification facturation
140505,25/10/2024,Tiaret,Agence commerciale,Incident: débit très faible en soirée.,Assistance,Négatif,Critique,En cours,Envoi technicien
140506,14/8/2024,Boumerdès,Centre d'appel,Client signale débit très faible en soirée.,Configuration,Neutre,Basse,Résolu,Envoi technicien
140507,29/1/2024,Oran,Application mobile,"Abonné rapporte montant facturé incorrectement, demande régularisation.",Télévision,Négatif,Basse,En cours,Vérifier décodeur
140508,18/3/2024,Oran,Centre d'appel,Réclamation: modem ne se synchronise pas.,Coupure de ligne,Négatif,Moyenne,Résolu,Envoi technicien
140509,11/10/2024,Batna,Centre d'appel,Client signale coupure de service depuis ce matin.,Résiliation,Neutre,Basse,En cours,Vérifier décodeur
140510,4/4/2025,Béjaïa,Centre d'appel,Abonné rapporte débit très faible en soirée.,Assistance,Positif,Basse,Escaladé,Redémarrage du modem
140511,14/7/2025,Constantine,Site web,Client signale modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,Résolu,Envoi technicien
140512,31/8/2024,Boumerdès,Application mobile,"Abonné rapporte problème lors de la résiliation, facturation continue.",Assistance,Neutre,Basse,En cours,Vérifier décodeur
140513,2/3/2025,Biskra,Site web,Réclamation: installation non réalisée dans les délais.,Internet lent,Neutre,Moyenne,Résolu,Vérifier contrat
140514,1/11/2024,Sidi Bel Abbès,Application mobile,Réclamation: coupure de service depuis ce matin.,Configuration,Négatif,Basse,Résolu,Vérifier décodeur
140515,30/6/2025,Ghardaïa,Centre d'appel,Réclamation: image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,En cours,Ouverture dossier
140516,3/2/2024,Oran,Email,Incident: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Basse,Clôturé,Envoi technicien
140517,27/9/2025,Mostaganem,Email,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Assistance,Négatif,Basse,En cours,Planifier rendez-vous
140518,5/8/2025,Constantine,Centre d'appel,Client signale débit très faible en soirée.,Télévision,Négatif,Moyenne,En cours,Planifier rendez-vous
140519,23/11/2024,Boumerdès,Centre d'appel,Abonné rapporte installation non réalisée dans les délais.,Internet lent,Négatif,Moyenne,Nouveau,Redémarrage du modem
140520,1/3/2024,Ghardaïa,Site web,Réclamation: modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,Résolu,Vérifier décodeur
140521,25/2/2025,Adrar,Centre d'appel,Demande d'assistance: image figée sur certaines chaines.,Internet lent,Négatif,Basse,En cours,Vérifier décodeur
140522,23/5/2024,Béjaïa,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Critique,Résolu,Envoi technicien
140523,15/4/2025,Boumerdès,Site web,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,Basse,Résolu,Redémarrage du modem
140524,12/2/2025,Sétif,Email,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Installation,Positif,Moyenne,Résolu,Planifier rendez-vous
140525,9/11/2024,Blida,Application mobile,Incident: modem ne se synchronise pas.,Autre,Neutre,Moyenne,Résolu,Envoi technicien
140526,8/12/2024,Blida,Centre d'appel,Abonné rapporte installation non réalisée dans les délais.,Coupure de ligne,Neutre,Basse,Résolu,Redémarrage du modem
140527,2/3/2024,Chlef,Site web,Demande d'assistance: installation non réalisée dans les délais.,Internet lent,Positif,Basse,Nouveau,Redémarrage du modem
140528,28/8/2025,Jijel,Centre d'appel,Client signale erreur d'authentification lors de la connexion.,Télévision,Négatif,Critique,Nouveau,Redémarrage du modem
140529,12/5/2025,Boumerdès,Email,Client signale débit très faible en soirée.,Coupure de ligne,Neutre,Moyenne,En cours,Fournir procédure pas-à -pas
140530,22/5/2024,Mostaganem,Centre d'appel,Abonné rapporte bruit important sur la ligne téléphonique.,Facturation,Négatif,Moyenne,Clôturé,Vérification facturation
140531,29/10/2024,Relizane,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Moyenne,Résolu,Ouverture dossier
140532,24/5/2025,Msila,Centre d'appel,Abonné rapporte installation non réalisée dans les délais.,Facturation,Négatif,Basse,Résolu,Envoi technicien
140533,12/10/2024,Alger,Site web,Abonné rapporte modem ne se synchronise pas.,Internet lent,Négatif,Critique,En cours,Vérification facturation
140534,23/3/2025,Annaba,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Télévision,Neutre,Moyenne,En cours,Fournir procédure pas-à -pas
140535,17/10/2025,Blida,Email,Réclamation: erreur d'authentification lors de la connexion.,Facturation,Négatif,Moyenne,Résolu,Ouverture dossier
140536,9/10/2025,Skikda,Agence commerciale,Incident: débit très faible en soirée.,Résiliation,Positif,Moyenne,Résolu,Envoi technicien
140537,23/8/2024,Sidi Bel Abbès,Agence commerciale,Abonné rapporte débit très faible en soirée.,Coupure de ligne,Neutre,Basse,Résolu,Redémarrage du modem
140538,13/5/2024,Constantine,Centre d'appel,Client signale coupure de service depuis ce matin.,Coupure de ligne,Neutre,Moyenne,En cours,Vérifier contrat
140539,2/6/2025,Médéa,Agence commerciale,Demande d'assistance: modem ne se synchronise pas.,Coupure de ligne,Neutre,Basse,Nouveau,Vérifier décodeur
140540,30/7/2025,Chlef,Centre d'appel,"Client signale problème lors de la résiliation, facturation continue.",Installation,Négatif,Moyenne,Résolu,Envoi technicien
140541,13/10/2024,Constantine,Email,Demande d'assistance: modem ne se synchronise pas.,Résiliation,Négatif,Basse,Résolu,Redémarrage du modem
140542,7/7/2025,Boumerdès,Application mobile,Client signale bruit important sur la ligne téléphonique.,Coupure de ligne,Neutre,Moyenne,Résolu,Vérification facturation
140543,24/7/2025,Relizane,Centre d'appel,"Réclamation: montant facturé incorrectement, demande régularisation.",Télévision,Négatif,élevée,Nouveau,Vérification facturation
140544,31/5/2024,Tlemcen,Centre d'appel,Client signale modem ne se synchronise pas.,Assistance,Négatif,Basse,Résolu,Redémarrage du modem
140545,13/12/2024,Laghouat,Centre d'appel,Demande d'assistance: modem ne se synchronise pas.,Problème matériel,Négatif,Basse,Résolu,Planifier rendez-vous
140546,24/11/2024,Blida,Site web,Client signale débit très faible en soirée.,Résiliation,Négatif,Moyenne,En cours,Vérification facturation
140547,21/8/2025,Jijel,Application mobile,Client signale installation non réalisée dans les délais.,Résiliation,Négatif,Basse,Nouveau,Envoi technicien
140548,11/8/2025,Mostaganem,Agence commerciale,Abonné rapporte modem ne se synchronise pas.,Configuration,Neutre,Critique,En cours,Redémarrage du modem
140549,20/7/2024,El Oued,Centre d'appel,Client signale débit très faible en soirée.,Installation,Négatif,Basse,En cours,Redémarrage du modem
140550,8/10/2024,Boumerdès,Agence commerciale,Incident: bruit important sur la ligne téléphonique.,Coupure de ligne,Négatif,Basse,Escaladé,Redémarrage du modem
140551,11/5/2025,Chlef,Email,Abonné rapporte coupure de service depuis ce matin.,Coupure de ligne,Négatif,Basse,En cours,Envoi technicien
140552,20/3/2024,Oran,Centre d'appel,Réclamation: image figée sur certaines chaines.,Internet lent,Positif,Moyenne,En cours,Envoi technicien
140553,7/9/2024,Jijel,Application mobile,Incident: installation non réalisée dans les délais.,Résiliation,Négatif,Basse,Nouveau,Redémarrage du modem
140554,23/1/2025,Sidi Bel Abbès,Centre d'appel,Abonné rapporte bruit important sur la ligne téléphonique.,Configuration,Négatif,Moyenne,En cours,Planifier rendez-vous
140555,18/1/2025,Médéa,Agence commerciale,Abonné rapporte demande d'information sur l'offre et le contrat.,Internet lent,Négatif,Moyenne,Nouveau,Planifier rendez-vous
140556,3/6/2025,Sidi Bel Abbès,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Résiliation,Négatif,Moyenne,Nouveau,Fournir procédure pas-à -pas
140557,28/1/2024,Médéa,Centre d'appel,Incident: modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,En cours,Fournir procédure pas-à -pas
140558,8/3/2025,Relizane,Centre d'appel,Incident: débit très faible en soirée.,Internet lent,Neutre,Moyenne,Résolu,Redémarrage du modem
140559,15/12/2024,Annaba,Agence commerciale,Incident: erreur d'authentification lors de la connexion.,Installation,Négatif,Moyenne,En cours,Vérification facturation
140560,24/11/2024,Sétif,Site web,Abonné rapporte image figée sur certaines chaines.,Assistance,Négatif,Moyenne,Résolu,Planifier rendez-vous
140561,23/1/2025,Alger,Centre d'appel,Incident: débit très faible en soirée.,Internet lent,Négatif,Critique,Résolu,Redémarrage du modem
140562,27/2/2024,Chlef,Site web,Demande d'assistance: modem ne se synchronise pas.,Télévision,Négatif,Basse,Nouveau,Envoi technicien
140563,30/4/2025,Constantine,Centre d'appel,Incident: coupure de service depuis ce matin.,Résiliation,Négatif,Moyenne,En cours,Redémarrage du modem
140564,15/8/2025,Constantine,Centre d'appel,Client signale débit très faible en soirée.,Facturation,Neutre,Moyenne,Résolu,Vérifier contrat
140565,14/5/2024,El Oued,Centre d'appel,Client signale installation non réalisée dans les délais.,Facturation,Négatif,Moyenne,Nouveau,Envoi technicien
140566,8/12/2024,Laghouat,Email,Demande d'assistance: bruit important sur la ligne téléphonique.,Installation,Positif,Basse,Nouveau,Redémarrage du modem
140567,8/8/2024,Skikda,Site web,Incident: coupure de service depuis ce matin.,Télévision,Négatif,Basse,En cours,Redémarrage du modem
140568,26/3/2025,Alger,Email,Demande d'assistance: bruit important sur la ligne téléphonique.,Internet lent,Neutre,Basse,Résolu,Planifier rendez-vous
140569,14/8/2024,Sidi Bel Abbès,Site web,Réclamation: débit très faible en soirée.,Coupure de ligne,Négatif,Basse,En cours,Envoi technicien
140570,30/5/2024,Blida,Application mobile,Incident: image figée sur certaines chaines.,Coupure de ligne,Neutre,Basse,Nouveau,Redémarrage du modem
140571,19/3/2024,Batna,Centre d'appel,"Incident: problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Critique,En cours,Fournir procédure pas-à -pas
140572,12/5/2024,Relizane,Agence commerciale,Incident: coupure de service depuis ce matin.,Résiliation,Négatif,Critique,En cours,Vérifier décodeur
140573,27/6/2025,Skikda,Centre d'appel,Abonné rapporte débit très faible en soirée.,Configuration,Positif,élevée,Résolu,Envoi technicien
140574,28/3/2024,Sétif,Centre d'appel,Incident: image figée sur certaines chaines.,Problème matériel,Négatif,Moyenne,Nouveau,Vérification facturation
140575,14/9/2024,Sidi Bel Abbès,Centre d'appel,Réclamation: demande d'information sur l'offre et le contrat.,Facturation,Négatif,Basse,En cours,Fournir procédure pas-à -pas
140576,1/9/2024,Sétif,Centre d'appel,Demande d'assistance: installation non réalisée dans les délais.,Facturation,Négatif,Moyenne,Résolu,Vérification facturation
140577,21/3/2025,Médéa,Centre d'appel,"Réclamation: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,élevée,Résolu,Vérification facturation
140578,4/1/2025,Oran,Centre d'appel,Client signale coupure de service depuis ce matin.,Coupure de ligne,Négatif,Basse,Résolu,Redémarrage du modem
140579,22/5/2024,Ouargla,Application mobile,"Incident: problème lors de la résiliation, facturation continue.",Facturation,Négatif,Basse,En cours,Redémarrage du modem
140580,4/9/2024,Batna,Site web,Demande d'assistance: bruit important sur la ligne téléphonique.,Installation,Négatif,Moyenne,Résolu,Fournir procédure pas-à -pas
140581,20/3/2025,Ouargla,Application mobile,"Incident: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Positif,Basse,Résolu,Redémarrage du modem
140582,23/3/2024,Skikda,Email,Client signale image figée sur certaines chaines.,Coupure de ligne,Négatif,Basse,Clôturé,Vérification facturation
140583,3/5/2024,Skikda,Application mobile,Demande d'assistance: erreur d'authentification lors de la connexion.,Assistance,Neutre,Moyenne,Résolu,Redémarrage du modem
