id,date,wilaya,canal,texte_reclamation,categorie,sentiment,urgence,status,suggested_action
143316,10/7/2025,Chlef,Centre d'appel,demande d'assistance: modem ne se synchronise pas.,Coupure de ligne,Négatif,Basse,En cours,Proposition Upgrade Offre
143317,23/5/2024,Relizane,Application mobile,abonné rapporte installation non réalisée dans les délais.,Internet lent,Neutre,Moyenne,En cours,Optimisation Wifi à Distance
143318,15/2/2024,Oran,Agence commerciale,"incident: problème lors de la résiliation, facturation continue.",Assistance,Négatif,Basse,Résolu,Envoi Guide PDF/SMS
143319,27/1/2024,Oran,Site web,client signale installation non réalisée dans les délais.,Coupure de ligne,Neutre,Moyenne,En cours,Vérification Boitier Extérieur
143320,7/3/2024,Adrar,Agence commerciale,"demande d'assistance: problème lors de la résiliation, facturation continue.",Installation,Neutre,Moyenne,Résolu,Confirmation Date RDV
143321,3/5/2025,Biskra,Centre d'appel,abonné rapporte bruit important sur la ligne téléphonique.,Coupure de ligne,Positif,Moyenne,Nouveau,Vérification Boitier Extérieur
143322,2/3/2025,Tlemcen,Application mobile,demande d'assistance: modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,En cours,Optimisation Wifi à Distance
143323,20/10/2025,Chlef,Centre d'appel,réclamation: erreur d'authentification lors de la connexion.,Résiliation,Négatif,Moyenne,Résolu,Traitement Niveau 1
143324,7/3/2025,Jijel,Site web,"demande d'assistance: problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Basse,Résolu,Vérification Boitier Extérieur
143325,14/6/2024,Annaba,Centre d'appel,réclamation: image figée sur certaines chaines.,Facturation,Négatif,Moyenne,Résolu,Explication Détails Facture
143326,14/7/2024,Chlef,Application mobile,"client signale problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Moyenne,En cours,Optimisation Wifi à Distance
143327,13/5/2025,Batna,Centre d'appel,incident: coupure de service depuis ce matin.,Coupure de ligne,Négatif,élevée,Résolu,Intervention Technique Prioritaire
143328,24/8/2024,Tiaret,Application mobile,demande d'assistance: installation non réalisée dans les délais.,Télévision,Neutre,Moyenne,Nouveau,Reconfiguration Décodeur
143329,11/10/2024,Mostaganem,Centre d'appel,demande d'assistance: bruit important sur la ligne téléphonique.,Internet lent,Positif,Moyenne,Nouveau,Test de Stabilité de Ligne
143330,17/9/2025,Constantine,Centre d'appel,"demande d'assistance: montant facturé incorrectement, demande régularisation.",Installation,Positif,Basse,Résolu,Confirmation Date RDV
143331,14/3/2025,Oran,Centre d'appel,réclamation: coupure de service depuis ce matin.,Internet lent,Négatif,Moyenne,En cours,Optimisation Wifi à Distance
143332,21/2/2025,Béjaïa,Agence commerciale,demande d'assistance: demande d'information sur l'offre et le contrat.,Internet lent,Neutre,Moyenne,Escaladé,Optimisation Wifi à Distance
143333,13/2/2025,Sétif,Email,client signale modem ne se synchronise pas.,Installation,Négatif,Moyenne,Nouveau,Confirmation Date RDV
143334,13/7/2025,Tiaret,Agence commerciale,demande d'assistance: erreur d'authentification lors de la connexion.,Résiliation,Négatif,Moyenne,En cours,Traitement Niveau 1
143335,27/6/2024,Alger,Centre d'appel,incident: modem ne se synchronise pas.,Coupure de ligne,Neutre,Moyenne,Nouveau,Vérification Boitier Extérieur
143336,17/3/2025,Médéa,Agence commerciale,demande d'assistance: installation non réalisée dans les délais.,Résiliation,Négatif,Critique,En cours,Escalade Manager & Suivi
143337,10/7/2024,Béjaïa,Site web,"incident: problème lors de la résiliation, facturation continue.",Installation,Négatif,Moyenne,En cours,Confirmation Date RDV
143338,14/6/2024,Blida,Site web,client signale coupure de service depuis ce matin.,Configuration,Neutre,élevée,Nouveau,Envoi Guide PDF/SMS
143339,13/2/2025,Adrar,Centre d'appel,abonné rapporte coupure de service depuis ce matin.,Coupure de ligne,Négatif,Moyenne,Clôturé,Vérification Boitier Extérieur
143340,4/5/2024,Mostaganem,Site web,client signale coupure de service depuis ce matin.,Internet lent,Neutre,Moyenne,Résolu,Optimisation Wifi à Distance
143341,7/7/2024,Skikda,Agence commerciale,demande d'assistance: débit très faible en soirée.,Coupure de ligne,Positif,Basse,En cours,Vérification Boitier Extérieur
143342,16/3/2025,Relizane,Agence commerciale,"incident: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Moyenne,En cours,Optimisation Wifi à Distance
143343,6/3/2025,Blida,Agence commerciale,client signale installation non réalisée dans les délais.,Coupure de ligne,Neutre,Moyenne,Résolu,Vérification Boitier Extérieur
143344,3/9/2024,Tlemcen,Site web,demande d'assistance: modem ne se synchronise pas.,Télévision,Négatif,élevée,Nouveau,Reconfiguration Décodeur
143345,1/2/2024,Saïda,Site web,abonné rapporte débit très faible en soirée.,Assistance,Négatif,Basse,Nouveau,Traitement Niveau 1
143346,3/5/2024,Jijel,Site web,incident: image figée sur certaines chaines.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
143347,4/10/2024,El Oued,Agence commerciale,"incident: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,élevée,Résolu,Intervention Technique Prioritaire
143348,18/10/2025,Ghardaïa,Site web,"incident: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Basse,En cours,Optimisation Wifi à Distance
143349,3/3/2024,Mostaganem,Application mobile,réclamation: modem ne se synchronise pas.,Installation,Négatif,Basse,Résolu,Confirmation Date RDV
143350,2/9/2025,Jijel,Agence commerciale,"réclamation: problème lors de la résiliation, facturation continue.",Configuration,Négatif,élevée,Résolu,Traitement Niveau 1
143351,5/2/2025,Blida,Email,demande d'assistance: modem ne se synchronise pas.,Autre,Positif,élevée,En cours,Traitement Niveau 1
143352,11/5/2025,Ouargla,Centre d'appel,"demande d'assistance: montant facturé incorrectement, demande régularisation.",Problème matériel,Neutre,élevée,Nouveau,Traitement Niveau 1
143353,10/2/2025,Tizi Ouzou,Agence commerciale,abonné rapporte coupure de service depuis ce matin.,Assistance,Négatif,Basse,En cours,Envoi Guide PDF/SMS
143354,11/7/2024,Tiaret,Site web,abonné rapporte débit très faible en soirée.,Télévision,Neutre,Basse,Résolu,Reconfiguration Décodeur
143355,9/2/2024,Médéa,Email,incident: débit très faible en soirée.,Coupure de ligne,Neutre,élevée,En cours,Intervention Technique Prioritaire
143356,29/10/2024,Alger,Centre d'appel,client signale demande d'information sur l'offre et le contrat.,Télévision,Neutre,Basse,Nouveau,Reconfiguration Décodeur
143357,28/5/2025,El Oued,Application mobile,"demande d'assistance: problème lors de la résiliation, facturation continue.",Assistance,Négatif,Moyenne,En cours,Envoi Guide PDF/SMS
143358,20/6/2024,Laghouat,Agence commerciale,réclamation: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Moyenne,Nouveau,Vérification Boitier Extérieur
143359,18/3/2025,Relizane,Centre d'appel,"demande d'assistance: problème lors de la résiliation, facturation continue.",Télévision,Négatif,Moyenne,Résolu,Reconfiguration Décodeur
143360,25/5/2024,Laghouat,Site web,client signale coupure de service depuis ce matin.,Résiliation,Neutre,Basse,En cours,Traitement Niveau 1
143361,1/6/2024,Batna,Site web,abonné rapporte modem ne se synchronise pas.,Internet lent,Positif,élevée,Nouveau,Optimisation Wifi à Distance
143362,31/12/2024,Skikda,Centre d'appel,"abonné rapporte problème lors de la résiliation, facturation continue.",Facturation,Neutre,Basse,En cours,Explication Détails Facture
143363,26/5/2025,Biskra,Application mobile,client signale erreur d'authentification lors de la connexion.,Coupure de ligne,Positif,Moyenne,Résolu,Vérification Boitier Extérieur
143364,28/7/2024,Béjaïa,Application mobile,abonné rapporte bruit important sur la ligne téléphonique.,Coupure de ligne,Neutre,Moyenne,Résolu,Vérification Boitier Extérieur
143365,26/7/2025,Boumerdès,Email,incident: image figée sur certaines chaines.,Facturation,Neutre,Basse,En cours,Explication Détails Facture
143366,9/7/2025,Blida,Site web,abonné rapporte erreur d'authentification lors de la connexion.,Problème matériel,Négatif,Moyenne,Nouveau,Traitement Niveau 1
143367,29/6/2024,Ouargla,Agence commerciale,abonné rapporte demande d'information sur l'offre et le contrat.,Internet lent,Positif,Basse,Clôturé,Optimisation Wifi à Distance
143368,28/12/2024,Blida,Email,abonné rapporte erreur d'authentification lors de la connexion.,Facturation,Négatif,Basse,Résolu,Audit Facturation & Geste Commercial
143369,17/4/2025,Saïda,Centre d'appel,réclamation: bruit important sur la ligne téléphonique.,Facturation,Négatif,Moyenne,Nouveau,Explication Détails Facture
143370,22/11/2024,Saïda,Application mobile,réclamation: débit très faible en soirée.,Internet lent,Neutre,Moyenne,Escaladé,Proposition Upgrade Offre
143371,9/10/2025,Relizane,Centre d'appel,incident: modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,En cours,Optimisation Wifi à Distance
143372,24/4/2025,Mostaganem,Site web,client signale bruit important sur la ligne téléphonique.,Résiliation,Négatif,Basse,Nouveau,Traitement Niveau 1
143373,30/8/2025,Tiaret,Centre d'appel,abonné rapporte image figée sur certaines chaines.,Assistance,Neutre,Basse,Clôturé,Traitement Niveau 1
143374,22/7/2024,Tizi Ouzou,Application mobile,client signale coupure de service depuis ce matin.,Coupure de ligne,Neutre,Basse,Résolu,Vérification Boitier Extérieur
143375,9/3/2025,Alger,Site web,client signale erreur d'authentification lors de la connexion.,Facturation,Négatif,Basse,Résolu,Audit Facturation & Geste Commercial
143376,10/10/2025,Annaba,Centre d'appel,"incident: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,élevée,Résolu,Test de Stabilité de Ligne
143377,6/7/2024,Tiaret,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Assistance,Négatif,Basse,Résolu,Traitement Niveau 1
143378,19/1/2025,Chlef,Application mobile,client signale bruit important sur la ligne téléphonique.,Internet lent,Neutre,Basse,En cours,Optimisation Wifi à Distance
143379,9/9/2025,Jijel,Application mobile,demande d'assistance: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Basse,Résolu,Optimisation Wifi à Distance
143380,11/5/2025,Annaba,Site web,incident: demande d'information sur l'offre et le contrat.,Facturation,Neutre,Basse,En cours,Explication Détails Facture
143381,5/3/2025,Mostaganem,Centre d'appel,demande d'assistance: image figée sur certaines chaines.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
143382,24/10/2024,Ouargla,Centre d'appel,client signale débit très faible en soirée.,Internet lent,Neutre,Basse,Nouveau,Proposition Upgrade Offre
143383,21/9/2025,Sidi Bel Abbès,Agence commerciale,réclamation: bruit important sur la ligne téléphonique.,Coupure de ligne,Neutre,Basse,Nouveau,Vérification Boitier Extérieur
143384,22/6/2025,Batna,Centre d'appel,incident: demande d'information sur l'offre et le contrat.,Installation,Négatif,Moyenne,Nouveau,Confirmation Date RDV
143385,24/4/2024,Constantine,Centre d'appel,"incident: problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Moyenne,En cours,Vérification Boitier Extérieur
143386,19/2/2024,Relizane,Centre d'appel,abonné rapporte installation non réalisée dans les délais.,Assistance,Neutre,Moyenne,Résolu,Traitement Niveau 1
143387,18/2/2025,Médéa,Agence commerciale,"client signale montant facturé incorrectement, demande régularisation.",Facturation,Positif,Moyenne,Nouveau,Audit Facturation & Geste Commercial
143388,2/10/2024,Annaba,Application mobile,demande d'assistance: bruit important sur la ligne téléphonique.,Facturation,Positif,Moyenne,Résolu,Explication Détails Facture
143389,26/4/2025,Msila,Centre d'appel,"client signale montant facturé incorrectement, demande régularisation.",Facturation,Neutre,Basse,Nouveau,Explication Détails Facture
143390,27/7/2024,Jijel,Agence commerciale,réclamation: image figée sur certaines chaines.,Facturation,Négatif,Basse,Escaladé,Explication Détails Facture
143391,6/3/2024,Blida,Centre d'appel,"réclamation: montant facturé incorrectement, demande régularisation.",Facturation,Neutre,Basse,En cours,Audit Facturation & Geste Commercial
143392,12/11/2024,Batna,Centre d'appel,"client signale montant facturé incorrectement, demande régularisation.",Coupure de ligne,Neutre,élevée,Résolu,Intervention Technique Prioritaire
143393,4/6/2025,Biskra,Centre d'appel,client signale coupure de service depuis ce matin.,Télévision,Négatif,Basse,Résolu,Reconfiguration Décodeur
143394,3/1/2025,Saïda,Site web,incident: bruit important sur la ligne téléphonique.,Installation,Neutre,Moyenne,Résolu,Proposition Upgrade Offre
143395,7/8/2024,Alger,Agence commerciale,réclamation: modem ne se synchronise pas.,Télévision,Neutre,Basse,En cours,Reconfiguration Décodeur
143396,25/4/2025,Ghardaïa,Site web,client signale installation non réalisée dans les délais.,Télévision,Positif,Basse,En cours,Reconfiguration Décodeur
143397,13/4/2025,Adrar,Site web,abonné rapporte image figée sur certaines chaines.,Configuration,Négatif,Basse,Nouveau,Traitement Niveau 1
143398,16/3/2025,Skikda,Site web,réclamation: modem ne se synchronise pas.,Facturation,Négatif,Moyenne,En cours,Explication Détails Facture
143399,15/4/2025,Ghardaïa,Agence commerciale,réclamation: modem ne se synchronise pas.,Internet lent,Neutre,élevée,En cours,Optimisation Wifi à Distance
143400,14/2/2024,Mostaganem,Agence commerciale,incident: coupure de service depuis ce matin.,Télévision,Positif,Moyenne,En cours,Reconfiguration Décodeur
143401,11/8/2025,Tiaret,Centre d'appel,"incident: problème lors de la résiliation, facturation continue.",Internet lent,Neutre,Moyenne,Nouveau,Vérification Boitier Extérieur
143402,2/8/2024,Batna,Agence commerciale,réclamation: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Moyenne,En cours,Audit Facturation & Geste Commercial
143403,15/6/2024,Saïda,Centre d'appel,incident: installation non réalisée dans les délais.,Internet lent,Négatif,Basse,Nouveau,Optimisation Wifi à Distance
143404,8/4/2024,Boumerdès,Centre d'appel,abonné rapporte modem ne se synchronise pas.,Problème matériel,Neutre,Moyenne,En cours,Traitement Niveau 1
143405,27/6/2024,Blida,Centre d'appel,demande d'assistance: débit très faible en soirée.,Installation,Négatif,Basse,En cours,Confirmation Date RDV
143406,26/3/2025,Oran,Application mobile,"incident: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Neutre,Moyenne,Résolu,Vérification Boitier Extérieur
143407,24/4/2025,Relizane,Centre d'appel,incident: débit très faible en soirée.,Facturation,Neutre,Moyenne,Nouveau,Explication Détails Facture
143408,7/3/2024,Mostaganem,Centre d'appel,incident: coupure de service depuis ce matin.,Internet lent,Négatif,élevée,Résolu,Accélération Mise en Service
143409,17/2/2025,Médéa,Site web,réclamation: bruit important sur la ligne téléphonique.,Télévision,Neutre,élevée,Clôturé,Stabilisation Bande Passante
143410,2/5/2025,Adrar,Application mobile,réclamation: débit très faible en soirée.,Résiliation,Neutre,Basse,Nouveau,Traitement Niveau 1
143411,11/10/2024,Annaba,Centre d'appel,"abonné rapporte problème lors de la résiliation, facturation continue.",Télévision,Neutre,Moyenne,Résolu,Envoi Guide PDF/SMS
143412,10/9/2024,El Oued,Site web,"demande d'assistance: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Basse,Nouveau,Test de Stabilité de Ligne
143413,27/5/2024,Médéa,Centre d'appel,réclamation: modem ne se synchronise pas.,Télévision,Négatif,Moyenne,En cours,Reconfiguration Décodeur
143414,31/5/2024,Ouargla,Centre d'appel,"abonné rapporte problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Moyenne,En cours,Optimisation Wifi à Distance
143415,14/10/2024,Blida,Agence commerciale,"client signale problème lors de la résiliation, facturation continue.",Configuration,Négatif,Moyenne,Nouveau,Traitement Niveau 1
143416,12/2/2024,Béjaïa,Agence commerciale,abonné rapporte bruit important sur la ligne téléphonique.,Assistance,Neutre,Moyenne,Résolu,Traitement Niveau 1
143417,16/1/2024,Ouargla,Agence commerciale,"incident: problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
143418,6/11/2024,Saïda,Centre d'appel,abonné rapporte image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,Résolu,Optimisation Wifi à Distance
143419,26/1/2024,Oran,Centre d'appel,"demande d'assistance: problème lors de la résiliation, facturation continue.",Facturation,Négatif,Basse,Résolu,Explication Détails Facture
143420,20/9/2024,Saïda,Centre d'appel,réclamation: image figée sur certaines chaines.,Coupure de ligne,Neutre,Moyenne,Résolu,Vérification Boitier Extérieur
143421,9/2/2024,Chlef,Site web,demande d'assistance: modem ne se synchronise pas.,Télévision,Neutre,Moyenne,Nouveau,Test de Stabilité de Ligne
143422,8/7/2024,Mostaganem,Application mobile,demande d'assistance: image figée sur certaines chaines.,Installation,Neutre,Moyenne,Nouveau,Confirmation Date RDV
143423,16/3/2025,Constantine,Centre d'appel,"incident: montant facturé incorrectement, demande régularisation.",Facturation,Neutre,Basse,Résolu,Audit Facturation & Geste Commercial
143424,21/2/2025,Annaba,Email,incident: image figée sur certaines chaines.,Installation,Négatif,Moyenne,Résolu,Confirmation Date RDV
143425,23/7/2025,Biskra,Centre d'appel,client signale demande d'information sur l'offre et le contrat.,Télévision,Négatif,élevée,Résolu,Reconfiguration Décodeur
143426,13/5/2025,Annaba,Centre d'appel,demande d'assistance: modem ne se synchronise pas.,Facturation,Neutre,Basse,Nouveau,Explication Détails Facture
143427,24/7/2024,Médéa,Agence commerciale,incident: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Moyenne,Résolu,Optimisation Wifi à Distance
143428,6/3/2024,Annaba,Site web,"client signale problème lors de la résiliation, facturation continue.",Problème matériel,Négatif,Moyenne,En cours,Audit Facturation & Geste Commercial
143429,19/10/2025,Blida,Agence commerciale,demande d'assistance: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,élevée,Résolu,Intervention Technique Prioritaire
143430,15/12/2024,Constantine,Site web,incident: demande d'information sur l'offre et le contrat.,Facturation,Négatif,Moyenne,Nouveau,Explication Détails Facture
143431,14/10/2025,Blida,Centre d'appel,demande d'assistance: image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,Clôturé,Optimisation Wifi à Distance
143432,3/4/2024,Sétif,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Internet lent,Neutre,Moyenne,Escaladé,Optimisation Wifi à Distance
143433,26/1/2024,Relizane,Centre d'appel,abonné rapporte modem ne se synchronise pas.,Télévision,Négatif,Basse,Nouveau,Stabilisation Bande Passante
143434,25/5/2024,Béjaïa,Site web,"incident: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,Basse,Nouveau,Vérification Boitier Extérieur
143435,7/7/2024,Chlef,Application mobile,incident: bruit important sur la ligne téléphonique.,Coupure de ligne,Neutre,Basse,Résolu,Vérification Boitier Extérieur
143436,4/7/2024,Ouargla,Site web,client signale demande d'information sur l'offre et le contrat.,Internet lent,Négatif,Moyenne,Escaladé,Optimisation Wifi à Distance
143437,23/4/2025,Tizi Ouzou,Site web,réclamation: image figée sur certaines chaines.,Internet lent,Négatif,Basse,Nouveau,Test de Stabilité de Ligne
143438,25/2/2024,Adrar,Site web,"client signale montant facturé incorrectement, demande régularisation.",Configuration,Négatif,Critique,Escaladé,Escalade Manager & Suivi
143439,4/4/2024,Sétif,Centre d'appel,incident: image figée sur certaines chaines.,Internet lent,Négatif,Basse,Nouveau,Optimisation Wifi à Distance
143440,12/2/2025,Béjaïa,Centre d'appel,"client signale montant facturé incorrectement, demande régularisation.",Internet lent,Neutre,Moyenne,Résolu,Optimisation Wifi à Distance
143441,17/12/2024,Batna,Email,abonné rapporte image figée sur certaines chaines.,Facturation,Neutre,Moyenne,En cours,Explication Détails Facture
143442,8/7/2025,Blida,Application mobile,"incident: problème lors de la résiliation, facturation continue.",Facturation,Négatif,Critique,En cours,Escalade Manager & Suivi
143443,6/12/2024,Laghouat,Agence commerciale,abonné rapporte erreur d'authentification lors de la connexion.,Télévision,Négatif,Moyenne,Résolu,Reconfiguration Décodeur
143444,27/5/2025,Annaba,Centre d'appel,incident: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Basse,Résolu,Vérification Boitier Extérieur
143445,28/7/2025,Béjaïa,Email,incident: bruit important sur la ligne téléphonique.,Configuration,Négatif,Moyenne,Résolu,Traitement Niveau 1
143446,13/7/2024,Sétif,Centre d'appel,réclamation: demande d'information sur l'offre et le contrat.,Installation,Négatif,Moyenne,Résolu,Confirmation Date RDV
143447,4/3/2025,Ouargla,Email,"client signale problème lors de la résiliation, facturation continue.",Résiliation,Positif,Basse,Nouveau,Traitement Niveau 1
143448,11/3/2025,Mostaganem,Site web,incident: installation non réalisée dans les délais.,Assistance,Neutre,Moyenne,En cours,Envoi Guide PDF/SMS
143449,19/5/2025,Boumerdès,Application mobile,client signale coupure de service depuis ce matin.,Installation,Négatif,Basse,Nouveau,Confirmation Date RDV
143450,25/5/2025,Mostaganem,Application mobile,"incident: problème lors de la résiliation, facturation continue.",Installation,Négatif,Moyenne,Nouveau,Confirmation Date RDV
143451,5/6/2025,Relizane,Site web,"réclamation: montant facturé incorrectement, demande régularisation.",Assistance,Neutre,Moyenne,Nouveau,Traitement Niveau 1
143452,13/4/2024,Skikda,Agence commerciale,client signale bruit important sur la ligne téléphonique.,Coupure de ligne,Négatif,Basse,Résolu,Vérification Boitier Extérieur
143453,16/3/2024,Skikda,Agence commerciale,demande d'assistance: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Basse,Nouveau,Optimisation Wifi à Distance
143454,28/6/2024,Boumerdès,Centre d'appel,demande d'assistance: modem ne se synchronise pas.,Internet lent,Neutre,Moyenne,En cours,Test de Stabilité de Ligne
143455,4/7/2024,Constantine,Centre d'appel,incident: coupure de service depuis ce matin.,Résiliation,Négatif,Basse,En cours,Traitement Niveau 1
143456,14/8/2025,Blida,Centre d'appel,réclamation: débit très faible en soirée.,Coupure de ligne,Neutre,élevée,Résolu,Intervention Technique Prioritaire
143457,10/7/2025,Boumerdès,Application mobile,réclamation: débit très faible en soirée.,Configuration,Négatif,Moyenne,Résolu,Envoi Guide PDF/SMS
143458,5/2/2024,El Oued,Centre d'appel,abonné rapporte modem ne se synchronise pas.,Internet lent,Négatif,élevée,Nouveau,Test de Stabilité de Ligne
143459,30/9/2024,Saïda,Agence commerciale,réclamation: bruit important sur la ligne téléphonique.,Résiliation,Neutre,Basse,Résolu,Traitement Niveau 1
143460,21/2/2024,Batna,Agence commerciale,abonné rapporte coupure de service depuis ce matin.,Configuration,Négatif,Basse,Escaladé,Envoi Guide PDF/SMS
143461,29/3/2024,El Oued,Application mobile,réclamation: coupure de service depuis ce matin.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
143462,17/1/2025,Béjaïa,Centre d'appel,demande d'assistance: coupure de service depuis ce matin.,Coupure de ligne,Neutre,Moyenne,Résolu,Vérification Boitier Extérieur
143463,10/10/2025,Alger,Application mobile,"abonné rapporte montant facturé incorrectement, demande régularisation.",Internet lent,Négatif,Moyenne,Résolu,Test de Stabilité de Ligne
143464,27/1/2025,Mostaganem,Centre d'appel,abonné rapporte image figée sur certaines chaines.,Problème matériel,Négatif,Moyenne,Résolu,Traitement Niveau 1
143465,15/5/2024,Ghardaïa,Email,abonné rapporte erreur d'authentification lors de la connexion.,Assistance,Négatif,Moyenne,Résolu,Envoi Guide PDF/SMS
143466,12/6/2024,Constantine,Centre d'appel,"client signale montant facturé incorrectement, demande régularisation.",Facturation,Négatif,élevée,En cours,Audit Facturation & Geste Commercial
143467,23/9/2024,Constantine,Centre d'appel,abonné rapporte installation non réalisée dans les délais.,Résiliation,Neutre,Basse,En cours,Traitement Niveau 1
143468,2/9/2025,Skikda,Site web,abonné rapporte demande d'information sur l'offre et le contrat.,Internet lent,Négatif,Basse,En cours,Optimisation Wifi à Distance
143469,8/5/2025,Boumerdès,Site web,client signale modem ne se synchronise pas.,Internet lent,Négatif,Basse,En cours,Test de Stabilité de Ligne
143470,22/4/2025,Alger,Centre d'appel,abonné rapporte bruit important sur la ligne téléphonique.,Télévision,Négatif,Moyenne,Nouveau,Stabilisation Bande Passante
143471,22/10/2024,Ouargla,Agence commerciale,"incident: problème lors de la résiliation, facturation continue.",Internet lent,Neutre,Moyenne,Nouveau,Test de Stabilité de Ligne
143472,24/6/2024,Skikda,Email,client signale débit très faible en soirée.,Problème matériel,Négatif,Basse,Résolu,Traitement Niveau 1
143473,14/7/2025,Biskra,Agence commerciale,réclamation: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Basse,Nouveau,Optimisation Wifi à Distance
143474,6/8/2025,Sétif,Centre d'appel,réclamation: bruit important sur la ligne téléphonique.,Problème matériel,Neutre,Basse,En cours,Traitement Niveau 1
143475,20/1/2025,Annaba,Application mobile,incident: bruit important sur la ligne téléphonique.,Assistance,Positif,Basse,Résolu,Envoi Guide PDF/SMS
143476,6/7/2025,El Oued,Application mobile,"abonné rapporte montant facturé incorrectement, demande régularisation.",Télévision,Positif,Moyenne,Nouveau,Reconfiguration Décodeur
143477,1/8/2025,Tlemcen,Centre d'appel,abonné rapporte débit très faible en soirée.,Internet lent,Négatif,Basse,Résolu,Proposition Upgrade Offre
143478,15/3/2024,Sétif,Email,incident: installation non réalisée dans les délais.,Internet lent,Négatif,Moyenne,Clôturé,Optimisation Wifi à Distance
143479,23/9/2024,Msila,Application mobile,client signale coupure de service depuis ce matin.,Internet lent,Neutre,Basse,Nouveau,Optimisation Wifi à Distance
143480,16/8/2025,Ouargla,Site web,"abonné rapporte problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Moyenne,Résolu,Vérification Boitier Extérieur
143481,18/7/2025,Alger,Email,client signale coupure de service depuis ce matin.,Télévision,Positif,élevée,Nouveau,Reconfiguration Décodeur
143482,26/5/2024,Chlef,Site web,incident: bruit important sur la ligne téléphonique.,Installation,Négatif,Moyenne,En cours,Confirmation Date RDV
143483,10/3/2025,Sidi Bel Abbès,Centre d'appel,"incident: montant facturé incorrectement, demande régularisation.",Résiliation,Positif,Basse,Résolu,Traitement Niveau 1
143484,29/9/2025,Boumerdès,Centre d'appel,"incident: montant facturé incorrectement, demande régularisation.",Résiliation,Négatif,Moyenne,Résolu,Traitement Niveau 1
143485,18/4/2025,Tlemcen,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Internet lent,Neutre,élevée,Clôturé,Optimisation Wifi à Distance
143486,24/3/2025,Laghouat,Application mobile,"abonné rapporte problème lors de la résiliation, facturation continue.",Facturation,Positif,Basse,Résolu,Explication Détails Facture
143487,3/10/2025,Blida,Application mobile,client signale installation non réalisée dans les délais.,Télévision,Négatif,Moyenne,En cours,Reconfiguration Décodeur
143488,8/3/2024,Biskra,Email,"réclamation: montant facturé incorrectement, demande régularisation.",Facturation,Négatif,élevée,Résolu,Audit Facturation & Geste Commercial
143489,25/7/2025,Biskra,Centre d'appel,abonné rapporte erreur d'authentification lors de la connexion.,Autre,Négatif,Basse,Résolu,Traitement Niveau 1
143490,4/9/2025,Ghardaïa,Site web,client signale erreur d'authentification lors de la connexion.,Facturation,Positif,Basse,Résolu,Explication Détails Facture
143491,14/4/2024,Skikda,Email,réclamation: modem ne se synchronise pas.,Assistance,Négatif,Basse,Nouveau,Envoi Guide PDF/SMS
143492,9/2/2024,Tizi Ouzou,Application mobile,"demande d'assistance: montant facturé incorrectement, demande régularisation.",Résiliation,Négatif,Moyenne,En cours,Traitement Niveau 1
143493,26/1/2024,Skikda,Site web,incident: coupure de service depuis ce matin.,Installation,Négatif,Moyenne,Résolu,Confirmation Date RDV
143494,24/7/2025,Msila,Centre d'appel,réclamation: coupure de service depuis ce matin.,Télévision,Négatif,Moyenne,Nouveau,Reconfiguration Décodeur
143495,26/1/2025,Tizi Ouzou,Site web,incident: installation non réalisée dans les délais.,Internet lent,Négatif,Moyenne,En cours,Test de Stabilité de Ligne
143496,3/5/2025,Alger,Site web,"incident: problème lors de la résiliation, facturation continue.",Facturation,Positif,Moyenne,Escaladé,Explication Détails Facture
